timestamp,device_id,stage,pressure,flow,acoustic,pH,tds,turbidity
2026-08-11T05:30:49.506102+00:00,ESP32_Node_3,WATER_QUALITY,2.616,120.907,0.518,6.781,470.66,7.841
2026-08-11T05:34:49.506102+00:00,ESP32_Node_2,NORMAL,2.279,121.334,0.691,7.223,295.054,1.435
2026-08-11T05:42:49.506102+00:00,ESP32_Node_1,LEAK,1.633,174.061,1.816,7.34,299.99,2.165
2026-08-11T05:57:49.506102+00:00,ESP32_Node_3,WATER_QUALITY,2.36,126.64,0.793,6.952,327.149,7.748
2026-08-11T06:02:49.506102+00:00,ESP32_Node_3,SENSOR_FAULT,2.546,127.124,0.376,7.222,285.873,20.0
2026-08-11T06:08:49.506102+00:00,ESP32_Node_4,WATER_QUALITY,2.673,146.637,0.918,6.204,333.749,2.736
2026-08-11T06:45:49.506102+00:00,ESP32_Node_1,NORMAL,2.5,137.322,0.511,7.12,325.371,1.624
2026-08-11T07:32:49.506102+00:00,ESP32_Node_3,WATER_QUALITY,2.352,105.369,0.41,8.348,356.752,1.969
2026-08-11T08:27:49.506102+00:00,ESP32_Node_2,EARLY_ANOMALY,1.993,171.638,1.264,7.251,323.857,2.281
2026-08-11T08:34:49.506102+00:00,ESP32_Node_1,WATER_QUALITY,2.286,113.41,0.701,7.152,360.149,7.011
2026-08-11T09:03:49.506102+00:00,ESP32_Node_3,SENSOR_FAULT,2.623,106.957,0.645,7.089,25.0,2.041
2026-08-11T09:33:49.506102+00:00,ESP32_Node_1,NORMAL,2.795,107.455,0.685,7.229,314.087,1.591
2026-08-11T09:42:49.506102+00:00,ESP32_Node_2,WATER_QUALITY,2.362,107.567,0.207,7.004,627.274,1.585
2026-08-11T09:44:49.506102+00:00,ESP32_Node_2,WATER_QUALITY,2.93,105.855,0.567,6.809,277.299,8.889
2026-08-11T09:44:49.506102+00:00,ESP32_Node_4,SENSOR_FAULT,2.416,108.861,0.572,7.097,0.0,1.999
2026-08-11T10:16:49.506102+00:00,ESP32_Node_4,NORMAL,2.662,103.682,0.318,7.049,294.635,1.533
2026-08-11T10:38:49.506102+00:00,ESP32_Node_2,NORMAL,2.462,120.429,0.498,7.251,329.584,1.809
2026-08-11T11:11:49.506102+00:00,ESP32_Node_2,NORMAL,2.626,114.326,0.579,7.159,329.758,1.803
2026-08-11T11:14:49.506102+00:00,ESP32_Node_1,NORMAL,2.429,128.851,0.491,7.132,295.415,1.565
2026-08-11T11:42:49.506102+00:00,ESP32_Node_1,EARLY_ANOMALY,2.348,139.06,0.65,6.987,322.329,1.13
2026-08-11T11:51:49.506102+00:00,ESP32_Node_4,WATER_QUALITY,2.872,119.844,0.561,6.188,354.007,2.836
2026-08-11T12:26:49.506102+00:00,ESP32_Node_4,NORMAL,2.484,100.491,0.6,7.199,289.412,2.001
2026-08-11T12:30:49.506102+00:00,ESP32_Node_3,WATER_QUALITY,2.641,113.074,0.489,6.441,326.307,2.535
2026-08-11T12:40:49.506102+00:00,ESP32_Node_1,WATER_QUALITY,2.564,128.2,0.794,6.0,329.939,1.963
2026-08-11T12:42:49.506102+00:00,ESP32_Node_4,NORMAL,2.503,118.722,0.454,7.269,290.313,1.99
2026-08-11T13:25:49.506102+00:00,ESP32_Node_1,NORMAL,2.711,119.786,0.268,7.157,358.794,1.512
2026-08-11T13:27:49.506102+00:00,ESP32_Node_4,LEAK,1.608,169.885,1.36,7.036,279.481,2.523
2026-08-11T14:05:49.506102+00:00,ESP32_Node_3,LEAK,1.762,173.907,1.32,7.132,339.895,2.331
2026-08-11T14:57:49.506102+00:00,ESP32_Node_2,EARLY_ANOMALY,2.555,113.578,0.856,6.987,347.333,2.384
2026-08-11T15:00:49.506102+00:00,ESP32_Node_2,SENSOR_FAULT,5.5,115.511,0.375,6.957,321.507,1.724
2026-08-11T15:44:49.506102+00:00,ESP32_Node_4,WATER_QUALITY,2.447,116.23,0.764,8.568,341.768,2.175
2026-08-11T16:31:49.506102+00:00,ESP32_Node_2,WATER_QUALITY,2.555,90,0.755,6.108,330.293,1.88
2026-08-11T16:54:49.506102+00:00,ESP32_Node_1,SENSOR_FAULT,2.451,132.054,0.626,11.5,284.852,1.673
2026-08-11T17:33:49.506102+00:00,ESP32_Node_4,LEAK,1.749,190.784,1.576,7.159,331.476,1.599
2026-08-11T17:55:49.506102+00:00,ESP32_Node_3,WATER_QUALITY,2.396,123.855,0.583,6.324,287.793,3.026
2026-08-11T18:24:49.506102+00:00,ESP32_Node_1,NORMAL,2.325,121.321,0.626,7.277,327.58,1.708
2026-08-11T18:25:49.506102+00:00,ESP32_Node_4,LEAK,1.733,160.804,1.853,7.107,297.0,2.092
2026-08-11T18:45:49.506102+00:00,ESP32_Node_3,EARLY_ANOMALY,2.093,141.647,1.046,7.007,296.026,1.878
2026-08-11T18:47:49.506102+00:00,ESP32_Node_1,NORMAL,2.877,101.848,0.754,7.154,335.739,1.731
2026-08-11T19:13:49.506102+00:00,ESP32_Node_1,SENSOR_FAULT,2.583,90,0.02,7.16,331.258,1.971
2026-08-11T19:15:49.506102+00:00,ESP32_Node_3,NORMAL,2.618,123.614,0.538,7.332,311.134,1.478
2026-08-11T19:22:49.506102+00:00,ESP32_Node_1,WATER_QUALITY,2.376,106.797,0.624,8.424,253.67,1.853
2026-08-11T19:40:49.506102+00:00,ESP32_Node_4,LEAK,1.878,197.901,1.772,7.249,310.358,1.427
2026-08-11T19:46:49.506102+00:00,ESP32_Node_2,NORMAL,2.646,114.452,0.536,7.161,344.4,1.612
2026-08-11T20:10:49.506102+00:00,ESP32_Node_2,NORMAL,2.229,130.837,0.608,7.168,317.553,1.872
2026-08-11T20:52:49.506102+00:00,ESP32_Node_4,WATER_QUALITY,2.66,93.623,0.503,7.094,333.776,5.581
2026-08-11T22:15:49.506102+00:00,ESP32_Node_1,NORMAL,2.571,113.112,0.432,7.123,283.33,2.289
2026-08-11T23:04:49.506102+00:00,ESP32_Node_3,WATER_QUALITY,2.269,153.294,0.497,6.133,562.826,5.908
2026-08-11T23:06:49.506102+00:00,ESP32_Node_2,EARLY_ANOMALY,2.133,128.582,1.439,7.24,320.397,1.0
2026-08-11T23:13:49.506102+00:00,ESP32_Node_1,NORMAL,2.509,111.357,0.275,7.198,277.976,1.094
2026-08-11T23:26:49.506102+00:00,ESP32_Node_2,SENSOR_FAULT,2.603,99.615,0.0,7.205,317.159,1.671
2026-08-11T23:34:49.506102+00:00,ESP32_Node_4,WATER_QUALITY,2.476,92.67,0.547,7.01,551.457,2.65
2026-08-11T23:37:49.506102+00:00,ESP32_Node_1,SENSOR_FAULT,2.619,107.493,0.542,7.098,306.885,0.05
2026-08-11T23:38:49.506102+00:00,ESP32_Node_2,NORMAL,2.589,133.501,0.498,6.879,292.269,1.656
2026-08-12T00:06:49.506102+00:00,ESP32_Node_1,SENSOR_FAULT,2.563,119.683,0.573,7.08,318.512,20.0
2026-08-12T00:47:49.506102+00:00,ESP32_Node_4,WATER_QUALITY,2.605,146.325,0.454,8.371,376.544,1.889
2026-08-12T01:47:49.506102+00:00,ESP32_Node_4,WATER_QUALITY,2.476,129.121,0.824,6.824,343.059,6.51
2026-08-12T01:52:49.506102+00:00,ESP32_Node_2,LEAK,1.852,192.396,1.2,6.972,339.265,2.306
2026-08-12T02:23:49.506102+00:00,ESP32_Node_4,LEAK,1.606,135.68,1.493,7.07,319.073,2.252
2026-08-12T02:42:49.506102+00:00,ESP32_Node_1,WATER_QUALITY,2.481,128.257,0.481,7.402,606.061,3.035
2026-08-12T03:23:49.506102+00:00,ESP32_Node_4,NORMAL,2.677,111.322,0.55,7.308,284.886,1.178
2026-08-12T03:39:49.506102+00:00,ESP32_Node_4,LEAK,1.826,181.397,1.532,6.988,263.962,1.827
2026-08-12T04:28:49.506102+00:00,ESP32_Node_3,LEAK,1.914,169.512,1.627,6.862,323.896,2.225
2026-08-12T04:47:49.506102+00:00,ESP32_Node_4,LEAK,1.894,163.005,1.371,7.256,323.733,1.536
2026-08-12T04:54:49.506102+00:00,ESP32_Node_3,SENSOR_FAULT,2.414,117.195,0.597,7.024,326.352,20.0
2026-08-12T04:57:49.506102+00:00,ESP32_Node_1,WATER_QUALITY,2.58,115.848,0.549,7.203,290.349,5.553
2026-08-12T05:02:49.506102+00:00,ESP32_Node_3,NORMAL,2.715,123.536,0.334,7.127,289.819,0.934
2026-08-12T05:05:49.506102+00:00,ESP32_Node_3,NORMAL,2.438,102.769,0.426,6.989,277.06,1.154
2026-08-12T05:07:49.506102+00:00,ESP32_Node_4,NORMAL,2.541,111.248,0.555,7.228,315.44,2.359
2026-08-12T05:09:49.506102+00:00,ESP32_Node_4,LEAK,1.473,165.694,1.54,7.116,287.423,2.182
2026-08-12T06:01:49.506102+00:00,ESP32_Node_2,WATER_QUALITY,2.821,117.661,0.512,7.195,531.881,2.272
2026-08-12T07:21:49.506102+00:00,ESP32_Node_4,LEAK,1.639,175.873,1.766,7.378,296.967,2.46
2026-08-12T07:24:49.506102+00:00,ESP32_Node_2,SENSOR_FAULT,2.633,107.554,0.539,11.5,314.404,1.585
2026-08-12T08:17:49.506102+00:00,ESP32_Node_3,WATER_QUALITY,2.628,138.888,0.666,8.218,379.595,2.935
2026-08-12T08:35:49.506102+00:00,ESP32_Node_3,EARLY_ANOMALY,2.399,115.001,1.55,7.194,312.79,2.358
2026-08-12T08:53:49.506102+00:00,ESP32_Node_2,LEAK,1.62,154.475,1.255,7.212,297.457,2.102
2026-08-12T09:29:49.506102+00:00,ESP32_Node_3,EARLY_ANOMALY,2.187,134.533,0.931,6.99,259.341,1.772
2026-08-12T09:40:49.506102+00:00,ESP32_Node_1,NORMAL,2.67,139.548,0.69,6.994,370,1.236
2026-08-12T10:05:49.506102+00:00,ESP32_Node_2,SENSOR_FAULT,2.611,126.995,0.496,7.116,311.092,20.0
2026-08-12T10:06:49.506102+00:00,ESP32_Node_3,LEAK,1.783,169.562,1.218,6.98,335.043,2.057
2026-08-12T10:42:49.506102+00:00,ESP32_Node_2,EARLY_ANOMALY,2.288,150.423,1.55,7.006,301.344,2.906
2026-08-12T11:24:49.506102+00:00,ESP32_Node_2,NORMAL,2.777,136.143,0.598,7.332,317.287,1.996
2026-08-12T11:41:49.506102+00:00,ESP32_Node_4,WATER_QUALITY,2.378,99.152,0.537,8.324,317.531,1.901
2026-08-12T11:51:49.506102+00:00,ESP32_Node_1,EARLY_ANOMALY,1.8,118.385,1.341,7.246,278.904,2.251
2026-08-12T12:12:49.506102+00:00,ESP32_Node_3,LEAK,1.72,194.766,1.713,6.89,327.399,2.507
2026-08-12T12:37:49.506102+00:00,ESP32_Node_3,NORMAL,2.196,132.244,0.697,7.083,304.123,1.546
2026-08-12T13:11:49.506102+00:00,ESP32_Node_1,LEAK,1.299,158.0,1.126,7.261,357.786,2.03
2026-08-12T13:29:49.506102+00:00,ESP32_Node_3,LEAK,1.911,198.29,1.6,7.013,300.231,1.916
2026-08-12T13:49:49.506102+00:00,ESP32_Node_4,NORMAL,2.393,132.176,0.453,7.046,307.769,2.34
2026-08-12T14:53:49.506102+00:00,ESP32_Node_3,NORMAL,2.429,129.867,0.333,7.287,303.138,1.463
2026-08-12T14:54:49.506102+00:00,ESP32_Node_1,SENSOR_FAULT,7.0,120.302,0.331,7.384,339.119,1.496
2026-08-12T14:59:49.506102+00:00,ESP32_Node_3,SENSOR_FAULT,0.05,118.051,0.493,7.153,292.398,1.817
2026-08-12T15:01:49.506102+00:00,ESP32_Node_2,WATER_QUALITY,2.638,118.592,0.523,6.191,301.462,2.18
2026-08-12T16:36:49.506102+00:00,ESP32_Node_4,NORMAL,2.631,132.579,0.677,7.284,316.234,2.193
2026-08-12T16:48:49.506102+00:00,ESP32_Node_4,NORMAL,2.388,148.528,0.648,7.134,301.333,1.317
2026-08-12T17:10:49.506102+00:00,ESP32_Node_2,WATER_QUALITY,2.298,126.911,0.595,7.034,448.357,1.815
2026-08-12T17:28:49.506102+00:00,ESP32_Node_2,NORMAL,2.496,126.314,0.628,6.959,321.578,1.772
2026-08-12T17:36:49.506102+00:00,ESP32_Node_3,SENSOR_FAULT,2.664,144.163,7.0,7.241,287.201,1.814
2026-08-12T17:44:49.506102+00:00,ESP32_Node_3,NORMAL,2.645,139.754,0.365,7.14,285.317,1.353
2026-08-12T18:11:49.506102+00:00,ESP32_Node_1,WATER_QUALITY,2.301,114.457,0.901,8.94,313.139,2.432
2026-08-12T18:49:49.506102+00:00,ESP32_Node_3,SENSOR_FAULT,0.0,92.861,0.62,7.292,336.966,0.8
2026-08-12T19:08:49.506102+00:00,ESP32_Node_4,LEAK,1.851,151.307,1.448,7.356,262.253,1.594
2026-08-12T19:16:49.506102+00:00,ESP32_Node_2,NORMAL,2.155,109.456,0.496,7.079,301.94,1.806
2026-08-12T19:27:49.506102+00:00,ESP32_Node_1,LEAK,1.573,180.522,1.74,7.163,335.08,1.8
2026-08-12T19:30:49.506102+00:00,ESP32_Node_3,NORMAL,2.331,98.393,0.58,7.114,307.726,1.475
2026-08-12T19:44:49.506102+00:00,ESP32_Node_1,WATER_QUALITY,2.64,92.464,0.489,6.687,548.116,4.97
2026-08-12T19:54:49.506102+00:00,ESP32_Node_4,NORMAL,2.357,115.072,0.617,7.265,250,1.807
2026-08-12T20:20:49.506102+00:00,ESP32_Node_4,EARLY_ANOMALY,2.143,136.747,1.201,7.21,341.718,1.808
2026-08-12T20:38:49.506102+00:00,ESP32_Node_2,LEAK,1.509,164.115,1.486,7.135,323.5,2.398
2026-08-12T20:53:49.506102+00:00,ESP32_Node_2,SENSOR_FAULT,5.5,125.612,0.539,6.947,318.811,2.133
2026-08-12T21:01:49.506102+00:00,ESP32_Node_2,NORMAL,2.667,118.959,0.654,7.225,336.89,1.528
2026-08-12T21:12:49.506102+00:00,ESP32_Node_3,EARLY_ANOMALY,2.339,126.842,0.65,7.072,360.788,1.834
2026-08-12T21:39:49.506102+00:00,ESP32_Node_2,SENSOR_FAULT,2.528,0.0,0.628,7.237,282.473,1.933
2026-08-12T22:03:49.506102+00:00,ESP32_Node_3,NORMAL,2.463,140.309,0.435,6.948,342.261,1.484
2026-08-12T22:04:49.506102+00:00,ESP32_Node_3,LEAK,1.434,176.698,1.274,7.146,345.868,1.801
2026-08-12T22:18:49.506102+00:00,ESP32_Node_1,WATER_QUALITY,2.687,127.439,0.629,8.712,339.424,2.107
2026-08-12T22:34:49.506102+00:00,ESP32_Node_3,WATER_QUALITY,2.517,122.934,0.363,6.915,250,5.632
2026-08-12T23:52:49.506102+00:00,ESP32_Node_4,NORMAL,2.426,125.561,0.391,7.097,324.709,1.717
2026-08-13T00:07:49.506102+00:00,ESP32_Node_3,WATER_QUALITY,2.4,142.008,0.43,7.154,315.039,5.903
2026-08-13T00:22:49.506102+00:00,ESP32_Node_2,NORMAL,2.544,124.917,0.56,7.276,322.493,1.999
2026-08-13T00:51:49.506102+00:00,ESP32_Node_2,LEAK,1.565,176.774,1.231,6.882,326.928,2.278
2026-08-13T01:05:49.506102+00:00,ESP32_Node_4,NORMAL,2.237,139.63,0.615,7.127,305.044,1.127
2026-08-13T01:14:49.506102+00:00,ESP32_Node_4,WATER_QUALITY,2.684,124.578,0.656,6.938,513.924,5.391
2026-08-13T01:22:49.506102+00:00,ESP32_Node_1,SENSOR_FAULT,0.0,114.423,0.42,7.214,324.018,1.337
2026-08-13T01:25:49.506102+00:00,ESP32_Node_1,WATER_QUALITY,2.672,125.232,0.741,7.334,314.004,7.021
2026-08-13T01:47:49.506102+00:00,ESP32_Node_1,SENSOR_FAULT,2.745,112.374,0.02,7.192,280.292,1.364
2026-08-13T01:57:49.506102+00:00,ESP32_Node_4,LEAK,1.548,144.04,1.289,7.186,319.048,1.748
2026-08-13T02:10:49.506102+00:00,ESP32_Node_1,LEAK,1.909,164.921,1.621,7.3,337.563,2.705
2026-08-13T02:34:49.506102+00:00,ESP32_Node_2,NORMAL,2.404,143.165,0.424,7.148,330.018,1.813
2026-08-13T02:39:49.506102+00:00,ESP32_Node_4,LEAK,1.747,188.813,1.352,7.076,323.983,1.664
2026-08-13T03:22:49.506102+00:00,ESP32_Node_4,NORMAL,2.503,108.97,0.609,7.086,314.974,1.868
2026-08-13T03:30:49.506102+00:00,ESP32_Node_4,WATER_QUALITY,2.312,140.958,0.607,6.254,380,5.212
2026-08-13T03:32:49.506102+00:00,ESP32_Node_4,WATER_QUALITY,2.266,117.803,0.532,6.074,344.588,2.755
2026-08-13T03:38:49.506102+00:00,ESP32_Node_3,WATER_QUALITY,2.68,110.181,0.494,7.092,296.684,8.29
2026-08-13T03:43:49.506102+00:00,ESP32_Node_3,LEAK,2.08,136.075,1.134,6.869,309.763,1.692
2026-08-13T03:57:49.506102+00:00,ESP32_Node_2,SENSOR_FAULT,2.416,98.533,0.02,7.07,289.132,1.972
2026-08-13T04:08:49.506102+00:00,ESP32_Node_2,NORMAL,2.562,110.119,0.653,7.23,299.51,1.778
2026-08-13T04:36:49.506102+00:00,ESP32_Node_3,WATER_QUALITY,2.517,121.752,0.47,6.719,407.818,7.161
2026-08-13T04:44:49.506102+00:00,ESP32_Node_1,SENSOR_FAULT,2.403,350.0,0.528,7.093,302.132,1.161
2026-08-13T04:45:49.506102+00:00,ESP32_Node_2,NORMAL,2.513,108.217,0.495,7.065,329.472,1.474
2026-08-13T05:05:49.506102+00:00,ESP32_Node_1,NORMAL,2.687,123.378,0.761,7.138,321.5,2.333
2026-08-13T05:36:49.506102+00:00,ESP32_Node_2,LEAK,1.821,193.556,1.716,7.047,365.364,1.913
2026-08-13T05:48:49.506102+00:00,ESP32_Node_4,LEAK,1.775,190.903,1.58,7.285,365.073,2.227
2026-08-13T05:54:49.506102+00:00,ESP32_Node_1,SENSOR_FAULT,2.564,500.0,0.529,7.178,284.849,1.889
2026-08-13T06:15:49.506102+00:00,ESP32_Node_4,NORMAL,2.606,113.01,0.667,6.969,308.726,1.326
2026-08-13T07:01:49.506102+00:00,ESP32_Node_1,SENSOR_FAULT,2.668,117.77,7.0,7.157,269.076,2.237
2026-08-13T07:08:49.506102+00:00,ESP32_Node_2,NORMAL,2.61,111.578,0.462,7.12,337.971,2.064
2026-08-13T07:14:49.506102+00:00,ESP32_Node_3,LEAK,1.704,180.053,1.197,7.023,270.379,1.29
2026-08-13T07:32:49.506102+00:00,ESP32_Node_3,SENSOR_FAULT,2.325,123.912,0.0,7.359,318.53,1.496
2026-08-13T09:01:49.506102+00:00,ESP32_Node_4,LEAK,1.586,210.326,2.126,7.199,337.792,2.52
2026-08-13T09:23:49.506102+00:00,ESP32_Node_3,LEAK,1.665,193.661,1.338,7.191,312.573,2.578
2026-08-13T10:02:49.506102+00:00,ESP32_Node_1,EARLY_ANOMALY,1.947,129.671,1.388,7.293,357.799,1.733
2026-08-13T10:23:49.506102+00:00,ESP32_Node_1,WATER_QUALITY,2.441,128.715,0.534,5.563,326.543,2.73
2026-08-13T10:23:49.506102+00:00,ESP32_Node_2,WATER_QUALITY,2.102,105.818,0.548,5.716,365.752,2.031
2026-08-13T10:43:49.506102+00:00,ESP32_Node_4,LEAK,1.432,181.132,1.844,7.199,316.004,1.526
2026-08-13T10:43:49.506102+00:00,ESP32_Node_4,NORMAL,2.44,122.999,0.33,7.364,278.145,2.258
2026-08-13T10:44:49.506102+00:00,ESP32_Node_2,EARLY_ANOMALY,2.6,130.798,0.988,7.217,285.606,1.98
2026-08-13T11:00:49.506102+00:00,ESP32_Node_3,WATER_QUALITY,2.143,127.07,0.693,7.052,329.067,4.209
2026-08-13T11:58:49.506102+00:00,ESP32_Node_2,NORMAL,2.459,105.37,0.584,7.031,289.476,1.642
2026-08-13T12:31:49.506102+00:00,ESP32_Node_4,LEAK,1.672,155.802,1.553,7.315,342.352,1.391
2026-08-13T12:35:49.506102+00:00,ESP32_Node_2,WATER_QUALITY,2.637,109.343,0.61,6.02,330.285,2.502
2026-08-13T13:03:49.506102+00:00,ESP32_Node_1,LEAK,1.522,143.816,1.46,7.137,272.556,2.083
2026-08-13T14:07:49.506102+00:00,ESP32_Node_3,LEAK,1.472,126.752,1.452,6.964,346.331,1.736
2026-08-13T14:21:49.506102+00:00,ESP32_Node_3,NORMAL,2.747,128.027,0.336,7.131,284.357,1.348
2026-08-13T14:26:49.506102+00:00,ESP32_Node_1,NORMAL,2.369,122.504,0.602,7.114,331.793,1.531
2026-08-13T14:30:49.506102+00:00,ESP32_Node_2,SENSOR_FAULT,2.52,500.0,0.709,7.16,322.989,1.895
2026-08-13T14:55:49.506102+00:00,ESP32_Node_2,NORMAL,2.607,105.264,0.44,6.921,329.719,1.245
2026-08-13T15:22:49.506102+00:00,ESP32_Node_4,NORMAL,2.525,131.168,0.504,7.069,286.303,1.748
2026-08-13T15:37:49.506102+00:00,ESP32_Node_3,WATER_QUALITY,2.619,145.17,0.542,7.901,336.562,1.672
2026-08-13T15:54:49.506102+00:00,ESP32_Node_3,EARLY_ANOMALY,2.033,136.007,0.746,7.138,331.916,2.083
2026-08-13T15:56:49.506102+00:00,ESP32_Node_4,NORMAL,2.827,101.627,0.446,7.201,294.732,1.946
2026-08-13T15:59:49.506102+00:00,ESP32_Node_4,EARLY_ANOMALY,2.007,146.729,0.65,7.264,309.372,2.049
2026-08-13T16:11:49.506102+00:00,ESP32_Node_3,EARLY_ANOMALY,1.941,135.138,0.943,7.213,355.499,2.221
2026-08-13T16:39:49.506102+00:00,ESP32_Node_1,NORMAL,2.567,90,0.364,7.187,290.91,1.857
2026-08-13T16:54:49.506102+00:00,ESP32_Node_4,NORMAL,2.415,137.836,0.396,7.057,294.225,1.991
2026-08-13T17:21:49.506102+00:00,ESP32_Node_1,SENSOR_FAULT,2.412,133.126,4.5,7.084,334.4,1.592
2026-08-13T18:25:49.506102+00:00,ESP32_Node_4,NORMAL,2.572,140.954,0.58,7.071,284.275,1.013
2026-08-13T18:38:49.506102+00:00,ESP32_Node_3,NORMAL,2.554,146.698,0.455,7.319,300.008,1.623
2026-08-13T18:43:49.506102+00:00,ESP32_Node_1,LEAK,1.718,156.013,1.598,7.057,310.906,1.386
2026-08-13T19:15:49.506102+00:00,ESP32_Node_1,LEAK,2.026,150.543,1.931,6.968,301.054,2.7
2026-08-13T19:17:49.506102+00:00,ESP32_Node_4,WATER_QUALITY,2.299,120.507,0.65,6.945,327.684,6.567
2026-08-13T19:17:49.506102+00:00,ESP32_Node_2,NORMAL,2.53,132.229,0.757,7.172,310.324,1.653
2026-08-13T19:57:49.506102+00:00,ESP32_Node_1,SENSOR_FAULT,2.707,104.785,0.808,11.5,290.098,1.432
2026-08-13T20:03:49.506102+00:00,ESP32_Node_4,SENSOR_FAULT,2.722,0.0,0.552,7.153,317.052,1.301
2026-08-13T20:32:49.506102+00:00,ESP32_Node_3,NORMAL,2.466,117.302,0.532,7.107,290.332,1.146
2026-08-13T21:00:49.506102+00:00,ESP32_Node_4,LEAK,1.58,176.084,1.505,7.384,299.744,1.442
2026-08-13T21:42:49.506102+00:00,ESP32_Node_4,LEAK,1.865,159.014,1.878,7.184,354.287,1.8
2026-08-13T22:10:49.506102+00:00,ESP32_Node_2,SENSOR_FAULT,2.403,111.224,0.335,11.5,277.531,1.741
2026-08-13T22:34:49.506102+00:00,ESP32_Node_2,SENSOR_FAULT,7.0,108.519,0.627,7.089,325.193,0.892
2026-08-13T23:15:49.506102+00:00,ESP32_Node_4,SENSOR_FAULT,2.625,118.088,0.583,7.196,339.728,0.0
2026-08-13T23:17:49.506102+00:00,ESP32_Node_3,LEAK,1.664,159.221,1.485,7.313,334.987,1.531
2026-08-14T00:16:49.506102+00:00,ESP32_Node_2,NORMAL,2.46,121.706,0.642,7.339,310.547,1.611
2026-08-14T00:22:49.506102+00:00,ESP32_Node_2,NORMAL,2.75,109.29,0.463,7.118,339.691,1.456
2026-08-14T02:37:49.506102+00:00,ESP32_Node_1,SENSOR_FAULT,2.771,125.631,0.614,6.908,2000.0,1.622
2026-08-14T02:58:49.506102+00:00,ESP32_Node_1,NORMAL,2.402,137.304,0.666,7.122,310.796,1.615
2026-08-14T03:01:49.506102+00:00,ESP32_Node_2,NORMAL,2.492,109.543,0.498,7.045,280.029,1.693
2026-08-14T03:10:49.506102+00:00,ESP32_Node_3,NORMAL,2.425,125.792,0.485,7.079,281.691,1.401
2026-08-14T03:41:49.506102+00:00,ESP32_Node_1,NORMAL,2.422,129.021,0.586,7.099,289.873,2.111
2026-08-14T04:03:49.506102+00:00,ESP32_Node_4,EARLY_ANOMALY,2.422,137.506,1.3,7.068,326.337,2.289
2026-08-14T04:38:49.506102+00:00,ESP32_Node_4,NORMAL,2.485,109.094,0.538,7.273,293.343,1.815
2026-08-14T05:46:49.506102+00:00,ESP32_Node_3,WATER_QUALITY,2.43,118.593,0.537,6.968,342.998,4.733
2026-08-14T05:50:49.506102+00:00,ESP32_Node_3,NORMAL,2.815,119.678,0.5,7.168,280.205,1.171
2026-08-14T06:05:49.506102+00:00,ESP32_Node_1,NORMAL,2.272,125.483,0.326,7.213,299.546,1.757
2026-08-14T06:16:49.506102+00:00,ESP32_Node_3,WATER_QUALITY,2.362,132.575,0.769,8.353,373.324,2.032
2026-08-14T06:50:49.506102+00:00,ESP32_Node_4,SENSOR_FAULT,2.695,114.719,0.579,3.2,311.534,1.96
2026-08-14T07:21:49.506102+00:00,ESP32_Node_2,NORMAL,2.516,115.878,0.692,7.095,280.639,1.739
2026-08-14T07:23:49.506102+00:00,ESP32_Node_2,WATER_QUALITY,2.234,128.722,0.681,6.412,350.611,2.409
2026-08-14T07:24:49.506102+00:00,ESP32_Node_3,NORMAL,2.635,104.431,0.733,7.005,312.133,1.621
2026-08-14T07:44:49.506102+00:00,ESP32_Node_1,LEAK,1.64,150.17,2.103,7.091,296.066,2.133
2026-08-14T07:47:49.506102+00:00,ESP32_Node_3,NORMAL,2.636,102.586,0.575,7.138,293.671,0.891
2026-08-14T07:51:49.506102+00:00,ESP32_Node_1,WATER_QUALITY,2.59,114.903,0.763,8.087,341.056,2.316
2026-08-14T08:44:49.506102+00:00,ESP32_Node_4,SENSOR_FAULT,2.773,109.781,0.429,7.132,317.497,0.0
2026-08-14T10:02:49.506102+00:00,ESP32_Node_3,WATER_QUALITY,2.252,109.383,0.376,6.922,449.215,2.949
2026-08-14T10:15:49.506102+00:00,ESP32_Node_3,WATER_QUALITY,2.451,155,0.522,8.52,313.026,2.021
2026-08-14T10:16:49.506102+00:00,ESP32_Node_2,SENSOR_FAULT,2.619,0.0,0.412,7.298,309.072,2.004
2026-08-14T10:46:49.506102+00:00,ESP32_Node_2,NORMAL,2.88,128.168,0.563,7.222,325.923,1.885
2026-08-14T10:47:49.506102+00:00,ESP32_Node_2,NORMAL,2.54,121.848,0.478,7.189,315.866,1.556
2026-08-14T10:57:49.506102+00:00,ESP32_Node_1,NORMAL,2.562,135.508,0.721,7.227,334.496,0.815
2026-08-14T11:07:49.506102+00:00,ESP32_Node_3,LEAK,1.621,149.886,1.896,7.16,309.45,2.161
2026-08-14T11:54:49.506102+00:00,ESP32_Node_4,NORMAL,2.437,108.935,0.564,7.107,315.992,2.228
2026-08-14T12:09:49.506102+00:00,ESP32_Node_2,EARLY_ANOMALY,2.186,123.822,1.55,7.218,294.1,2.521
2026-08-14T12:53:49.506102+00:00,ESP32_Node_3,SENSOR_FAULT,2.649,101.199,0.02,7.039,280.21,1.29
2026-08-14T13:11:49.506102+00:00,ESP32_Node_1,SENSOR_FAULT,2.48,119.166,7.0,7.276,313.111,1.607
2026-08-14T13:31:49.506102+00:00,ESP32_Node_2,NORMAL,2.311,117.742,0.654,7.146,312.864,1.703
2026-08-14T13:39:49.506102+00:00,ESP32_Node_3,SENSOR_FAULT,2.587,106.919,0.369,7.194,0.0,1.497
